LampNate,19.85.B5,4/2/2017 19:46:43,12,62.7212
LampNate,19.85.B5,4/2/2017 19:50:02,12,62.7219
LampNate,19.85.B5,4/2/2017 19:55:02,11,62.7231
LampNate,19.85.B5,4/2/2017 20:00:02,12,62.724
LampNate,19.85.B5,4/2/2017 20:05:02,12,62.7249
LampNate,19.85.B5,4/2/2017 20:10:02,12,62.7261
LampNate,19.85.B5,4/2/2017 20:15:02,11,62.727
LampNate,19.85.B5,4/2/2017 20:20:02,12,62.7282
LampNate,19.85.B5,4/2/2017 20:25:02,12,62.7291
LampNate,19.85.B5,4/2/2017 20:30:02,13,62.7303
LampNate,19.85.B5,4/2/2017 20:35:02,13,62.7313
LampNate,19.85.B5,4/2/2017 20:40:02,13,62.7325
LampNate,19.85.B5,4/2/2017 20:45:02,13,62.7334
LampNate,19.85.B5,4/2/2017 20:50:02,13,62.7346
LampNate,19.85.B5,4/2/2017 20:55:02,11,62.7355
LampNate,19.85.B5,4/2/2017 21:00:02,11,62.7367
LampNate,19.85.B5,4/2/2017 21:05:02,13,62.7376
LampNate,19.85.B5,4/2/2017 21:10:02,13,62.7385
LampNate,19.85.B5,4/2/2017 21:15:02,12,62.7398
LampNate,19.85.B5,4/2/2017 21:20:02,14,62.7407
LampNate,19.85.B5,4/2/2017 21:25:02,13,62.7419
LampNate,19.85.B5,4/2/2017 21:30:02,12,62.7428
LampNate,19.85.B5,4/2/2017 21:35:02,13,62.744
LampNate,19.85.B5,4/2/2017 21:40:02,13,62.7449
LampNate,19.85.B5,4/2/2017 21:45:02,11,62.7461
LampNate,19.85.B5,4/2/2017 21:50:02,12,62.747
LampNate,19.85.B5,4/2/2017 21:55:02,13,62.7483
LampNate,19.85.B5,4/2/2017 22:00:02,11,62.7492
LampNate,19.85.B5,4/2/2017 22:05:02,12,62.7504
LampNate,19.85.B5,4/2/2017 22:10:02,13,62.7513
LampNate,19.85.B5,4/2/2017 22:15:02,12,62.7522
LampNate,19.85.B5,4/2/2017 22:20:02,13,62.7534
LampNate,19.85.B5,4/2/2017 22:25:02,12,62.7543
LampNate,19.85.B5,4/2/2017 22:30:02,12,62.7555
LampNate,19.85.B5,4/2/2017 22:35:02,12,62.7564
LampNate,19.85.B5,4/2/2017 22:40:02,13,62.7577
LampNate,19.85.B5,4/2/2017 22:50:02,12,62.7598
LampNate,19.85.B5,4/2/2017 22:55:02,12,62.7607
LampNate,19.85.B5,4/2/2017 23:00:02,13,62.7619
LampNate,19.85.B5,4/2/2017 23:05:02,12,62.7628
LampNate,19.85.B5,4/2/2017 23:10:02,13,62.7637
LampNate,19.85.B5,4/2/2017 23:15:02,11,62.7649
LampNate,19.85.B5,4/2/2017 23:20:02,11,62.7658
LampNate,19.85.B5,4/2/2017 23:25:02,11,62.7671
LampNate,19.85.B5,4/2/2017 23:30:02,11,62.768
LampNate,19.85.B5,4/2/2017 23:35:02,12,62.7692
LampNate,19.85.B5,4/2/2017 23:40:02,13,62.7701
LampNate,19.85.B5,4/2/2017 23:45:02,11,62.7713
LampNate,19.85.B5,4/2/2017 23:50:02,12,62.7722
LampNate,19.85.B5,4/2/2017 23:55:02,11,62.7734
LampNate,19.85.B5,4/3/2017 0:00:02,11,62.7743
LampNate,19.85.B5,4/3/2017 0:05:02,12,62.7753
LampNate,19.85.B5,4/3/2017 0:10:02,11,62.7765
LampNate,19.85.B5,4/3/2017 0:15:02,11,62.7774
LampNate,19.85.B5,4/3/2017 0:20:02,13,62.7786
LampNate,19.85.B5,4/3/2017 0:25:02,11,62.7795
LampNate,19.85.B5,4/3/2017 0:30:02,13,62.7807
LampNate,19.85.B5,4/3/2017 0:35:02,12,62.7816
LampNate,19.85.B5,4/3/2017 0:40:02,12,62.7828
LampNate,19.85.B5,4/3/2017 0:45:02,12,62.7837
LampNate,19.85.B5,4/3/2017 0:50:02,12,62.785
LampNate,19.85.B5,4/3/2017 0:55:02,12,62.7859
LampNate,19.85.B5,4/3/2017 1:00:02,13,62.7871
LampNate,19.85.B5,4/3/2017 1:05:02,12,62.788
LampNate,19.85.B5,4/3/2017 1:10:02,13,62.7892
LampNate,19.85.B5,4/3/2017 1:15:02,12,62.7901
LampNate,19.85.B5,4/3/2017 1:20:02,12,62.7913
LampNate,19.85.B5,4/3/2017 1:25:02,11,62.7922
LampNate,19.85.B5,4/3/2017 1:30:02,12,62.7935
LampNate,19.85.B5,4/3/2017 1:35:02,13,62.7944
LampNate,19.85.B5,4/3/2017 1:40:02,11,62.7956
LampNate,19.85.B5,4/3/2017 1:45:02,13,62.7965
LampNate,19.85.B5,4/3/2017 1:50:02,12,62.7974
LampNate,19.85.B5,4/3/2017 1:55:02,11,62.7986
LampNate,19.85.B5,4/3/2017 2:00:02,12,62.7995
LampNate,19.85.B5,4/3/2017 2:05:02,13,62.8007
LampNate,19.85.B5,4/3/2017 2:10:02,12,62.802
LampNate,19.85.B5,4/3/2017 2:15:02,12,62.8029
LampNate,19.85.B5,4/3/2017 2:20:02,12,62.8041
LampNate,19.85.B5,4/3/2017 2:25:02,12,62.805
LampNate,19.85.B5,4/3/2017 2:30:02,14,62.8062
LampNate,19.85.B5,4/3/2017 2:35:02,12,62.8071
LampNate,19.85.B5,4/3/2017 2:40:02,12,62.8083
LampNate,19.85.B5,4/3/2017 2:45:02,14,62.8092
LampNate,19.85.B5,4/3/2017 2:50:02,12,62.8104
LampNate,19.85.B5,4/3/2017 2:55:02,12,62.8114
LampNate,19.85.B5,4/3/2017 3:00:02,12,62.8126
LampNate,19.85.B5,4/3/2017 3:05:02,13,62.8135
LampNate,19.85.B5,4/3/2017 3:10:02,12,62.8147
LampNate,19.85.B5,4/3/2017 3:15:02,12,62.8156
LampNate,19.85.B5,4/3/2017 3:20:02,12,62.8168
LampNate,19.85.B5,4/3/2017 3:25:02,12,62.8177
LampNate,19.85.B5,4/3/2017 3:30:02,12,62.8189
LampNate,19.85.B5,4/3/2017 3:35:02,12,62.8202
LampNate,19.85.B5,4/3/2017 3:40:02,14,62.8211
LampNate,19.85.B5,4/3/2017 3:45:02,13,62.8223
LampNate,19.85.B5,4/3/2017 3:50:02,14,62.8232
LampNate,19.85.B5,4/3/2017 3:55:02,14,62.8244
LampNate,19.85.B5,4/3/2017 4:00:02,13,62.8253
